labels,laserpower,source,age_day_staging,age_four_hour_staging
16.03.17.1.1,100,Crawling /afs,NaN,NaN
16.03.17.1.2,100,Crawling /afs,NaN,NaN
16.03.17.1.3,100,Crawling /afs,NaN,NaN
16.03.17.2.1,100,Crawling /afs,NaN,NaN
16.03.17.2.2,100,Crawling /afs,NaN,NaN
16.03.17.2.3,100,Crawling /afs,NaN,NaN
16.03.17.2.4,100,Crawling /afs,NaN,NaN
16.03.17.3.1,100,Crawling /afs,NaN,NaN
16.03.17.3.2,100,Crawling /afs,NaN,NaN
16.03.17.3.3,100,Crawling /afs,NaN,NaN
16.03.17.3.4,100,Crawling /afs,NaN,NaN
16.03.17.4.1,100,Crawling /afs,NaN,NaN
16.03.17.4.2,100,Crawling /afs,NaN,NaN
16.03.17.5.1,100,Crawling /afs,NaN,NaN
16.03.17.5.2,100,Crawling /afs,NaN,NaN
16.03.17.5.3,100,Crawling /afs,NaN,NaN
16.03.17.6.1,100,Crawling /afs,NaN,NaN
16.03.18.1.1,100,Crawling /afs,NaN,NaN
16.03.20.1.1,100,Crawling /afs,NaN,NaN
16.03.20.1.2,100,Crawling /afs,NaN,NaN
16.03.20.1.3,100,Crawling /afs,NaN,NaN
16.03.20.1.4,100,Crawling /afs,NaN,NaN
16.03.20.2.1,100,Crawling /afs,NaN,NaN
16.03.20.2.2,100,Crawling /afs,NaN,NaN
16.03.20.2.3,100,Crawling /afs,NaN,NaN
16.03.20.2.4,100,Crawling /afs,NaN,NaN
16.03.20.3.1,100,Crawling /afs,NaN,NaN
16.03.20.3.2,100,Crawling /afs,NaN,NaN
16.03.20.3.3,100,Crawling /afs,NaN,NaN
16.03.20.3.4,100,Crawling /afs,NaN,NaN
16.03.20.4.1,100,Crawling /afs,NaN,NaN
16.03.20.4.2,100,Crawling /afs,NaN,NaN
16.03.20.4.3,100,Crawling /afs,NaN,NaN
16.03.20.4.4,100,Crawling /afs,NaN,NaN
16.03.20.4.5,100,Crawling /afs,NaN,NaN
16.03.21.1.1,100,Crawling /afs,NaN,NaN
16.03.21.1.2,100,Crawling /afs,NaN,NaN
16.03.21.1.3,100,Crawling /afs,NaN,NaN
16.03.21.2.1,100,Crawling /afs,NaN,NaN
16.03.21.2.2,100,Crawling /afs,NaN,NaN
16.03.21.2.3,100,Crawling /afs,NaN,NaN
16.03.21.2.4,100,Crawling /afs,NaN,NaN
16.03.21.2.5,100,Crawling /afs,NaN,NaN
16.03.21.3.1,100,Crawling /afs,NaN,NaN
16.03.21.3.2,100,Crawling /afs,NaN,NaN
16.03.21.3.3,100,Crawling /afs,NaN,NaN
16.03.21.4.1,100,Crawling /afs,NaN,NaN
16.03.21.4.2,100,Crawling /afs,NaN,NaN
16.03.21.5.1,100,Crawling /afs,NaN,NaN
16.03.21.5.2,100,Crawling /afs,NaN,NaN
16.03.21.5.3,100,Crawling /afs,NaN,NaN
16.03.21.5.4,100,Crawling /afs,NaN,NaN
16.03.21.6.1,100,Crawling /afs,NaN,NaN
16.03.21.6.2,100,Crawling /afs,NaN,NaN
16.03.28.1.1,44,Crawling /afs,NaN,NaN
16.03.28.1.2,44,Crawling /afs,NaN,NaN
16.03.28.1.3,44,Crawling /afs,NaN,NaN
16.03.28.1.4,44,Crawling /afs,NaN,NaN
16.03.28.2.1,44,Crawling /afs,NaN,NaN
16.03.28.2.2,44,Crawling /afs,NaN,NaN
16.03.28.2.3,44,Crawling /afs,NaN,NaN
16.03.28.2.4,44,Crawling /afs,NaN,NaN
16.03.28.3.1,44,Crawling /afs,NaN,NaN
16.03.28.3.2,44,Crawling /afs,NaN,NaN
16.03.28.3.3,44,Crawling /afs,NaN,NaN
16.03.28.3.4,44,Crawling /afs,NaN,NaN
16.03.28.3.5,44,Crawling /afs,NaN,NaN
16.03.28.4.1,44,Crawling /afs,NaN,NaN
16.03.28.4.2,44,Crawling /afs,NaN,NaN
16.03.28.4.3,44,Crawling /afs,NaN,NaN
16.03.28.4.4,44,Crawling /afs,NaN,NaN
16.03.28.4.5,44,Crawling /afs,NaN,NaN
16.03.28.5.1,44,Crawling /afs,NaN,NaN
16.03.28.5.2,44,Crawling /afs,NaN,NaN
16.03.28.5.3,44,Crawling /afs,NaN,NaN
16.03.28.5.4,44,Crawling /afs,NaN,NaN
16.03.29.1.1,44,Crawling /afs,NaN,NaN
16.03.29.1.2,44,Crawling /afs,NaN,NaN
16.03.29.1.3,44,Crawling /afs,NaN,NaN
16.03.29.1.4,44,Crawling /afs,NaN,NaN
16.03.29.2.1,44,Crawling /afs,NaN,NaN
16.03.29.2.2,44,Crawling /afs,NaN,NaN
16.03.29.2.3,44,Crawling /afs,NaN,NaN
16.03.29.2.4,44,Crawling /afs,NaN,NaN
16.03.29.3.1,44,Crawling /afs,NaN,NaN
16.03.29.3.2,44,Crawling /afs,NaN,NaN
16.03.29.3.3,44,Crawling /afs,NaN,NaN
16.03.29.3.4,44,Crawling /afs,NaN,NaN
16.03.31.1.1,44,Crawling /afs,NaN,NaN
16.03.31.1.2,44,Crawling /afs,NaN,NaN
16.03.31.1.3,44,Crawling /afs,NaN,NaN
16.03.31.1.4,44,Crawling /afs,NaN,NaN
16.03.31.1.5,44,Crawling /afs,NaN,NaN
16.03.31.2.1,44,Crawling /afs,NaN,NaN
16.03.31.2.2,44,Crawling /afs,NaN,NaN
16.03.31.2.3,44,Crawling /afs,NaN,NaN
16.03.31.2.4,44,Crawling /afs,NaN,NaN
16.03.31.2.5,44,Crawling /afs,NaN,NaN
16.03.31.3.1,44,Crawling /afs,NaN,NaN
16.03.31.3.2,44,Crawling /afs,NaN,NaN
16.03.31.3.3,44,Crawling /afs,NaN,NaN
16.03.31.3.4,44,Crawling /afs,NaN,NaN
16.03.31.3.5,44,Crawling /afs,NaN,NaN
16.03.31.4.1,44,Crawling /afs,NaN,NaN
16.03.31.4.2,44,Crawling /afs,NaN,NaN
16.03.31.4.3,44,Crawling /afs,NaN,NaN
16.03.31.5.1,44,Crawling /afs,NaN,NaN
16.03.31.5.2,44,Crawling /afs,NaN,NaN
16.03.31.5.3,44,Crawling /afs,NaN,NaN
16.03.31.5.4,44,Crawling /afs,NaN,NaN
16.03.31.6.1,44,Crawling /afs,NaN,NaN
16.03.31.6.2,44,Crawling /afs,NaN,NaN
16.03.31.6.3,44,Crawling /afs,NaN,NaN
16.03.31.6.4,44,Crawling /afs,NaN,NaN
16.03.31.6.5,44,Crawling /afs,NaN,NaN
16.04.01.1.1,44,Crawling /afs,NaN,NaN
16.04.01.1.2,44,Crawling /afs,NaN,NaN
16.04.01.1.3,44,Crawling /afs,NaN,NaN
16.04.01.1.4,44,Crawling /afs,NaN,NaN
16.04.01.2.1,44,Crawling /afs,NaN,NaN
16.04.01.2.2,44,Crawling /afs,NaN,NaN
16.04.01.2.3,44,Crawling /afs,NaN,NaN
16.04.01.2.4,44,Crawling /afs,NaN,NaN
16.04.01.2.5,44,Crawling /afs,NaN,NaN
16.04.02.1.1,44,Crawling /afs,NaN,NaN
16.04.02.1.2,44,Crawling /afs,NaN,NaN
16.04.02.1.3,44,Crawling /afs,NaN,NaN
16.04.02.2.1,44,Crawling /afs,NaN,NaN
16.04.02.2.2,44,Crawling /afs,NaN,NaN
16.04.02.2.3,44,Crawling /afs,NaN,NaN
16.04.02.2.4,44,Crawling /afs,NaN,NaN
16.04.02.2.5,44,Crawling /afs,NaN,NaN
16.04.02.3.1,44,Crawling /afs,NaN,NaN
16.04.02.3.2,44,Crawling /afs,NaN,NaN
16.04.02.3.3,44,Crawling /afs,NaN,NaN
16.04.02.4.1,44,Crawling /afs,NaN,NaN
16.04.02.4.2,44,Crawling /afs,NaN,NaN
16.04.02.4.3,44,Crawling /afs,NaN,NaN
16.04.02.4.4,44,Crawling /afs,NaN,NaN
16.04.02.4.5,44,Crawling /afs,NaN,NaN
16.04.03.1.1,44,Crawling /afs,NaN,NaN
16.04.03.1.2,44,Crawling /afs,NaN,NaN
16.04.03.1.3,44,Crawling /afs,NaN,NaN
16.04.03.1.4,44,Crawling /afs,NaN,NaN
16.04.03.2.1,44,Crawling /afs,NaN,NaN
16.04.03.2.2,44,Crawling /afs,NaN,NaN
16.04.03.2.3,44,Crawling /afs,NaN,NaN
16.04.03.2.4,44,Crawling /afs,NaN,NaN
16.04.03.2.5,44,Crawling /afs,NaN,NaN
16.04.03.3.1,44,Crawling /afs,NaN,NaN
16.04.03.3.2,44,Crawling /afs,NaN,NaN
16.04.03.3.3,44,Crawling /afs,NaN,NaN
16.04.03.3.4,44,Crawling /afs,NaN,NaN
16.04.03.3.5,44,Crawling /afs,NaN,NaN
16.04.03.4.1,44,Crawling /afs,NaN,NaN
16.04.03.4.2,44,Crawling /afs,NaN,NaN
16.04.03.4.3,44,Crawling /afs,NaN,NaN
16.04.03.4.4,44,Crawling /afs,NaN,NaN
16.04.03.4.5,44,Crawling /afs,NaN,NaN
16.04.04.1.1,44,Crawling /afs,NaN,NaN
16.04.04.2.1,44,Crawling /afs,NaN,NaN
16.04.04.2.2,44,Crawling /afs,NaN,NaN
16.04.04.2.3,44,Crawling /afs,NaN,NaN
16.04.04.2.4,44,Crawling /afs,NaN,NaN
16.04.04.2.5,44,Crawling /afs,NaN,NaN
16.04.04.3.1,44,Crawling /afs,NaN,NaN
16.04.04.3.2,44,Crawling /afs,NaN,NaN
16.04.04.3.3,44,Crawling /afs,NaN,NaN
16.04.04.3.4,44,Crawling /afs,NaN,NaN
16.04.04.3.5,44,Crawling /afs,NaN,NaN
16.04.04.4.1,44,Crawling /afs,NaN,NaN
16.04.04.4.2,44,Crawling /afs,NaN,NaN
16.04.04.4.3,44,Crawling /afs,NaN,NaN
16.04.04.4.4,44,Crawling /afs,NaN,NaN
16.04.04.4.5,44,Crawling /afs,NaN,NaN
16.04.04.5.1,44,Crawling /afs,NaN,NaN
16.04.04.5.2,44,Crawling /afs,NaN,NaN
16.04.04.5.3,44,Crawling /afs,NaN,NaN
16.04.04.5.4,44,Crawling /afs,NaN,NaN
16.04.04.5.5,44,Crawling /afs,NaN,NaN
16.04.04.6.1,44,Crawling /afs,NaN,NaN
16.04.04.6.2,44,Crawling /afs,NaN,NaN
16.04.04.6.3,44,Crawling /afs,NaN,NaN
16.04.04.6.4,44,Crawling /afs,NaN,NaN
16.04.05.1.1,44,Crawling /afs,NaN,NaN
16.04.05.1.2,44,Crawling /afs,NaN,NaN
16.04.05.1.3,44,Crawling /afs,NaN,NaN
16.04.05.1.4,44,Crawling /afs,NaN,NaN
16.04.05.1.5,44,Crawling /afs,NaN,NaN
16.04.05.2.1,44,Crawling /afs,NaN,NaN
16.04.05.2.2,44,Crawling /afs,NaN,NaN
16.04.05.2.3,44,Crawling /afs,NaN,NaN
16.04.05.2.4,44,Crawling /afs,NaN,NaN
16.04.05.2.5,44,Crawling /afs,NaN,NaN
16.04.05.3.1,44,Crawling /afs,NaN,NaN
16.04.05.3.2,44,Crawling /afs,NaN,NaN
16.04.05.3.3,44,Crawling /afs,NaN,NaN
16.04.05.3.4,44,Crawling /afs,NaN,NaN
16.04.05.3.5,44,Crawling /afs,NaN,NaN
16.04.05.4.1,44,Crawling /afs,NaN,NaN
16.04.05.4.2,44,Crawling /afs,NaN,NaN
16.04.05.4.3,44,Crawling /afs,NaN,NaN
16.04.05.4.4,44,Crawling /afs,NaN,NaN
16.04.05.4.5,44,Crawling /afs,NaN,NaN
16.04.05.5.1,44,Crawling /afs,NaN,NaN
16.04.05.5.2,44,Crawling /afs,NaN,NaN
16.04.05.5.3,44,Crawling /afs,NaN,NaN
16.04.05.5.4,44,Crawling /afs,NaN,NaN
16.04.05.5.5,44,Crawling /afs,NaN,NaN
16.04.06.1.1,44,Crawling /afs,NaN,NaN
16.04.06.1.2,44,Crawling /afs,NaN,NaN
16.04.06.1.3,44,Crawling /afs,NaN,NaN
16.04.06.1.4,44,Crawling /afs,NaN,NaN
16.04.07.1.1,44,Crawling /afs,NaN,NaN
16.04.07.1.2,44,Crawling /afs,NaN,NaN
16.04.07.1.3,44,Crawling /afs,NaN,NaN
16.04.07.1.4,44,Crawling /afs,NaN,NaN
16.04.07.2.1,44,Crawling /afs,NaN,NaN
16.04.07.2.2,44,Crawling /afs,NaN,NaN
16.04.07.2.3,44,Crawling /afs,NaN,NaN
16.04.07.2.4,44,Crawling /afs,NaN,NaN
16.04.07.2.5,44,Crawling /afs,NaN,NaN
16.04.07.3.1,44,Crawling /afs,NaN,NaN
16.04.07.3.2,44,Crawling /afs,NaN,NaN
16.04.07.3.3,44,Crawling /afs,NaN,NaN
16.04.07.3.4,44,Crawling /afs,NaN,NaN
16.04.07.4.1,44,Crawling /afs,NaN,NaN
16.04.07.4.2,44,Crawling /afs,NaN,NaN
16.04.07.4.3,44,Crawling /afs,NaN,NaN
16.04.07.4.4,44,Crawling /afs,NaN,NaN
16.04.07.5.1,44,Crawling /afs,NaN,NaN
16.04.07.5.2,44,Crawling /afs,NaN,NaN
16.04.07.5.3,44,Crawling /afs,NaN,NaN
16.04.07.5.4,44,Crawling /afs,NaN,NaN
16.04.07.5.5,44,Crawling /afs,NaN,NaN
16.04.07.6.1,44,Crawling /afs,NaN,NaN
16.04.07.6.2,44,Crawling /afs,NaN,NaN
16.04.07.6.3,44,Crawling /afs,NaN,NaN
16.04.07.6.4,44,Crawling /afs,NaN,NaN
16.04.07.6.5,44,Crawling /afs,NaN,NaN
16.04.07.7.1,44,Crawling /afs,NaN,NaN
16.04.07.7.2,44,Crawling /afs,NaN,NaN
16.04.07.7.3,44,Crawling /afs,NaN,NaN
16.04.07.7.4,44,Crawling /afs,NaN,NaN
16.04.07.7.5,44,Crawling /afs,NaN,NaN
16.04.07.8.1,44,Crawling /afs,NaN,NaN
16.04.07.8.2,44,Crawling /afs,NaN,NaN
16.04.07.8.3,44,Crawling /afs,NaN,NaN
16.04.07.8.4,44,Crawling /afs,NaN,NaN
16.04.07.8.5,44,Crawling /afs,NaN,NaN
16.04.08.1.1,44,Crawling /afs,NaN,NaN
16.04.08.1.2,44,Crawling /afs,NaN,NaN
16.04.08.1.3,44,Crawling /afs,NaN,NaN
16.04.08.1.4,44,Crawling /afs,NaN,NaN
16.04.08.1.5,44,Crawling /afs,NaN,NaN
16.04.08.2.1,44,Crawling /afs,NaN,NaN
16.04.08.2.2,44,Crawling /afs,NaN,NaN
16.04.08.2.3,44,Crawling /afs,NaN,NaN
16.04.08.2.4,44,Crawling /afs,NaN,NaN
16.04.08.2.5,44,Crawling /afs,NaN,NaN
16.04.08.3.1,44,Crawling /afs,NaN,NaN
16.04.08.3.2,44,Crawling /afs,NaN,NaN
16.04.08.3.3,44,Crawling /afs,NaN,NaN
16.04.08.3.4,44,Crawling /afs,NaN,NaN
16.04.08.3.5,44,Crawling /afs,NaN,NaN
16.04.08.4.1,44,Crawling /afs,NaN,NaN
16.04.08.4.2,44,Crawling /afs,NaN,NaN
16.04.08.4.3,44,Crawling /afs,NaN,NaN
16.04.08.4.4,44,Crawling /afs,NaN,NaN
16.04.08.4.5,44,Crawling /afs,NaN,NaN
16.04.08.5.1,44,Crawling /afs,NaN,NaN
16.04.08.5.2,44,Crawling /afs,NaN,NaN
16.04.08.5.3,44,Crawling /afs,NaN,NaN
16.04.08.5.4,44,Crawling /afs,NaN,NaN
16.04.08.6.1,44,Crawling /afs,NaN,NaN
16.04.08.6.2,44,Crawling /afs,NaN,NaN
16.04.08.6.3,44,Crawling /afs,NaN,NaN
16.04.08.6.4,44,Crawling /afs,NaN,NaN
16.04.08.6.5,44,Crawling /afs,NaN,NaN
16.04.18.1.1,44,Crawling /afs,NaN,NaN
16.04.18.1.2,44,Crawling /afs,NaN,NaN
16.04.18.1.3,44,Crawling /afs,NaN,NaN
16.04.18.1.4,44,Crawling /afs,NaN,NaN
16.04.18.2.1,44,Crawling /afs,NaN,NaN
16.04.18.2.2,44,Crawling /afs,NaN,NaN
16.04.18.2.3,44,Crawling /afs,NaN,NaN
16.04.18.2.4,44,Crawling /afs,NaN,NaN
16.04.18.3.1,44,Crawling /afs,NaN,NaN
16.04.18.3.2,44,Crawling /afs,NaN,NaN
16.04.18.3.3,44,Crawling /afs,NaN,NaN
16.04.18.4.1,44,Crawling /afs,NaN,NaN
16.04.18.4.2,44,Crawling /afs,NaN,NaN
16.04.18.4.3,44,Crawling /afs,NaN,NaN
16.04.18.4.4,44,Crawling /afs,NaN,NaN
16.04.25.1.1,44,Crawling /afs,NaN,NaN
16.04.26.1.1,44,Crawling /afs,NaN,NaN
16.04.26.1.2,44,Crawling /afs,NaN,NaN
16.04.27.1.1,44,Crawling /afs,NaN,NaN
16.04.27.1.2,44,Crawling /afs,NaN,NaN
16.04.27.1.3,44,Crawling /afs,NaN,NaN
16.04.27.1.4,44,Crawling /afs,NaN,NaN
16.04.27.1.5,44,Crawling /afs,NaN,NaN
16.06.23.1.1,44,Crawling /afs,NaN,NaN
16.06.23.1.2,44,Crawling /afs,NaN,NaN
16.06.23.2.1,44,Crawling /afs,NaN,NaN
16.06.23.2.2,44,Crawling /afs,NaN,NaN
16.06.23.2.3,44,Crawling /afs,NaN,NaN
16.06.23.2.4,44,Crawling /afs,NaN,NaN
16.06.23.2.5,44,Crawling /afs,NaN,NaN
16.06.23.3.1,44,Crawling /afs,NaN,NaN
16.06.23.3.2,44,Crawling /afs,NaN,NaN
16.06.23.3.3,44,Crawling /afs,NaN,NaN
16.06.23.3.4,44,Crawling /afs,NaN,NaN
16.06.23.4.1,44,Crawling /afs,NaN,NaN
16.06.23.4.2,44,Crawling /afs,NaN,NaN
16.06.23.4.3,44,Crawling /afs,NaN,NaN
16.06.23.4.4,44,Crawling /afs,NaN,NaN
16.06.27.1.1,100,Crawling /afs,NaN,NaN
16.06.27.1.2,100,Crawling /afs,NaN,NaN
16.06.27.2.1,100,Crawling /afs,NaN,NaN
16.06.27.2.2,100,Crawling /afs,NaN,NaN
16.06.27.2.3,100,Crawling /afs,NaN,NaN
16.06.27.2.4,100,Crawling /afs,NaN,NaN
16.06.27.3.1,100,Crawling /afs,NaN,NaN
16.06.27.3.2,100,Crawling /afs,NaN,NaN
16.06.27.3.3,100,Crawling /afs,NaN,NaN
16.06.27.3.4,100,Crawling /afs,NaN,NaN
16.06.29.2.1,44,Crawling /afs,NaN,NaN
16.06.29.2.2,44,Crawling /afs,NaN,NaN
16.06.29.2.3,44,Crawling /afs,NaN,NaN
16.06.29.2.4,44,Crawling /afs,NaN,NaN
16.06.29.3.1,44,Crawling /afs,NaN,NaN
16.06.29.3.2,44,Crawling /afs,NaN,NaN
16.06.29.3.3,44,Crawling /afs,NaN,NaN
16.06.29.3.4,44,Crawling /afs,NaN,NaN
16.06.29.3.5,44,Crawling /afs,NaN,NaN
16.06.29.4.1,44,Crawling /afs,NaN,NaN
16.06.29.4.2,44,Crawling /afs,NaN,NaN
16.06.29.4.3,44,Crawling /afs,NaN,NaN
16.06.29.4.4,44,Crawling /afs,NaN,NaN
16.06.29.4.5,44,Crawling /afs,NaN,NaN
16.06.30.1.1,44,Crawling /afs,NaN,NaN
16.06.30.1.2,44,Crawling /afs,NaN,NaN
16.06.30.1.3,44,Crawling /afs,NaN,NaN
16.06.30.1.4,44,Crawling /afs,NaN,NaN
16.06.30.1.5,44,Crawling /afs,NaN,NaN
16.06.30.2.1,44,Crawling /afs,NaN,NaN
16.06.30.2.2,44,Crawling /afs,NaN,NaN
16.06.30.2.3,44,Crawling /afs,NaN,NaN
16.06.30.2.4,44,Crawling /afs,NaN,NaN
16.06.30.2.5,44,Crawling /afs,NaN,NaN
16.06.30.3.1,44,Crawling /afs,NaN,NaN
16.06.30.3.2,44,Crawling /afs,NaN,NaN
16.06.30.3.3,44,Crawling /afs,NaN,NaN
16.06.30.4.1,44,Crawling /afs,NaN,NaN
16.06.30.4.2,44,Crawling /afs,NaN,NaN
16.06.30.4.3,44,Crawling /afs,NaN,NaN
16.06.30.4.4,44,Crawling /afs,NaN,NaN
16.06.30.5.1,44,Crawling /afs,NaN,NaN
16.06.30.5.2,44,Crawling /afs,NaN,NaN
16.06.30.5.3,44,Crawling /afs,NaN,NaN
16.06.30.5.4,44,Crawling /afs,NaN,NaN
16.06.30.5.5,44,Crawling /afs,NaN,NaN
16.07.01.1.1,44,Crawling /afs,NaN,NaN
16.07.01.1.2,44,Crawling /afs,NaN,NaN
16.07.01.1.3,44,Crawling /afs,NaN,NaN
16.07.01.2.1,44,Crawling /afs,NaN,NaN
16.07.01.2.2,44,Crawling /afs,NaN,NaN
16.07.01.2.3,44,Crawling /afs,NaN,NaN
16.07.01.2.4,44,Crawling /afs,NaN,NaN
16.07.01.2.5,44,Crawling /afs,NaN,NaN
16.07.01.3.1,44,Crawling /afs,NaN,NaN
16.07.01.3.2,44,Crawling /afs,NaN,NaN
16.07.01.3.3,44,Crawling /afs,NaN,NaN
16.07.01.3.4,44,Crawling /afs,NaN,NaN
16.07.01.3.5,44,Crawling /afs,NaN,NaN
16.07.06.1.1,44,Crawling /afs,NaN,NaN
16.07.06.1.2,44,Crawling /afs,NaN,NaN
16.07.06.2.1,44,Crawling /afs,NaN,NaN
16.07.06.2.2,44,Crawling /afs,NaN,NaN
16.07.06.2.3,44,Crawling /afs,NaN,NaN
16.07.06.2.4,44,Crawling /afs,NaN,NaN
16.07.08.1.1,44,Crawling /afs,NaN,NaN
16.07.08.1.2,44,Crawling /afs,NaN,NaN
16.07.08.1.3,44,Crawling /afs,NaN,NaN
16.07.08.1.4,44,Crawling /afs,NaN,NaN
16.07.08.1.5,44,Crawling /afs,NaN,NaN
16.07.08.2.1,44,Crawling /afs,NaN,NaN
16.07.08.2.2,44,Crawling /afs,NaN,NaN
16.07.08.2.3,44,Crawling /afs,NaN,NaN
16.07.08.2.4,44,Crawling /afs,NaN,NaN
16.07.08.2.5,44,Crawling /afs,NaN,NaN
16.07.13.1.1,44,Crawling /afs,NaN,NaN
16.07.13.1.2,44,Crawling /afs,NaN,NaN
16.07.13.1.3,44,Crawling /afs,NaN,NaN
16.07.13.2.1,44,Crawling /afs,NaN,NaN
16.07.14.1.1,44,Crawling /afs,NaN,NaN
16.07.14.1.2,44,Crawling /afs,NaN,NaN
16.07.14.1.3,44,Crawling /afs,NaN,NaN
16.07.14.1.4,44,Crawling /afs,NaN,NaN
16.07.14.2.1,44,Crawling /afs,NaN,NaN
16.07.14.2.2,44,Crawling /afs,NaN,NaN
16.07.14.2.3,44,Crawling /afs,NaN,NaN
16.07.14.2.4,44,Crawling /afs,NaN,NaN
16.07.14.2.5,44,Crawling /afs,NaN,NaN
16.07.15.1.1,44,Crawling /afs,NaN,NaN
16.07.15.1.2,44,Crawling /afs,NaN,NaN
16.07.15.1.3,44,Crawling /afs,NaN,NaN
16.07.15.1.4,44,Crawling /afs,NaN,NaN
16.07.15.2.1,44,Crawling /afs,NaN,NaN
16.07.15.2.2,44,Crawling /afs,NaN,NaN
16.07.15.2.3,44,Crawling /afs,NaN,NaN
16.07.15.2.4,44,Crawling /afs,NaN,NaN
16.07.15.3.1,44,Crawling /afs,NaN,NaN
16.07.15.3.2,44,Crawling /afs,NaN,NaN
16.07.15.3.3,44,Crawling /afs,NaN,NaN
16.07.18.1.1,44,Crawling /afs,NaN,NaN
16.07.18.1.2,44,Crawling /afs,NaN,NaN
16.07.18.1.3,44,Crawling /afs,NaN,NaN
16.07.18.1.4,44,Crawling /afs,NaN,NaN
16.07.18.2.1,44,Crawling /afs,NaN,NaN
16.07.18.2.2,44,Crawling /afs,NaN,NaN
16.07.18.2.3,44,Crawling /afs,NaN,NaN
16.07.18.2.4,44,Crawling /afs,NaN,NaN
16.07.18.2.5,44,Crawling /afs,NaN,NaN
16.07.19.1.1,44,Crawling /afs,NaN,NaN
16.07.19.1.2,44,Crawling /afs,NaN,NaN
16.07.19.1.3,44,Crawling /afs,NaN,NaN
16.07.19.1.4,44,Crawling /afs,NaN,NaN
16.07.19.1.5,44,Crawling /afs,NaN,NaN
16.07.23.1.1,44,Crawling /afs,NaN,NaN
16.07.23.1.2,44,Crawling /afs,NaN,NaN
16.07.23.1.3,44,Crawling /afs,NaN,NaN
16.07.23.1.4,44,Crawling /afs,NaN,NaN
16.07.23.2.1,44,Crawling /afs,NaN,NaN
16.07.23.2.2,44,Crawling /afs,NaN,NaN
16.07.23.2.3,44,Crawling /afs,NaN,NaN
16.07.23.2.4,44,Crawling /afs,NaN,NaN
16.07.23.2.5,44,Crawling /afs,NaN,NaN
16.07.23.3.1,44,Crawling /afs,NaN,NaN
16.07.23.3.2,44,Crawling /afs,NaN,NaN
16.07.23.3.3,44,Crawling /afs,NaN,NaN
16.07.23.3.4,44,Crawling /afs,NaN,NaN
16.07.24.1.1,44,Crawling /afs,NaN,NaN
16.07.24.1.2,44,Crawling /afs,NaN,NaN
16.07.24.1.3,44,Crawling /afs,NaN,NaN
16.07.24.2.1,44,Crawling /afs,NaN,NaN
16.07.24.2.2,44,Crawling /afs,NaN,NaN
16.07.24.2.3,44,Crawling /afs,NaN,NaN
16.07.24.2.4,44,Crawling /afs,NaN,NaN
16.07.24.2.5,44,Crawling /afs,NaN,NaN
16.07.24.3.1,44,Crawling /afs,NaN,NaN
16.07.24.3.2,44,Crawling /afs,NaN,NaN
16.07.24.3.3,44,Crawling /afs,NaN,NaN
16.07.24.3.4,44,Crawling /afs,NaN,NaN
16.07.24.3.5,44,Crawling /afs,NaN,NaN
16.07.25.1.1,44,Crawling /afs,NaN,NaN
16.07.25.1.2,44,Crawling /afs,NaN,NaN
16.07.25.1.3,44,Crawling /afs,NaN,NaN
16.07.25.1.4,44,Crawling /afs,NaN,NaN
16.07.25.2.1,44,Crawling /afs,NaN,NaN
16.07.25.2.2,44,Crawling /afs,NaN,NaN
16.07.25.2.3,44,Crawling /afs,NaN,NaN
16.07.25.2.4,44,Crawling /afs,NaN,NaN
16.07.25.2.5,44,Crawling /afs,NaN,NaN
16.07.25.3.1,44,Crawling /afs,NaN,NaN
16.07.25.3.2,44,Crawling /afs,NaN,NaN
16.07.25.3.3,44,Crawling /afs,NaN,NaN
16.07.25.3.4,44,Crawling /afs,NaN,NaN
16.07.25.4.1,44,Crawling /afs,NaN,NaN
16.07.25.4.2,44,Crawling /afs,NaN,NaN
16.07.25.4.3,44,Crawling /afs,NaN,NaN
16.07.25.4.4,44,Crawling /afs,NaN,NaN
16.07.25.5.1,44,Crawling /afs,NaN,NaN
16.07.25.5.2,44,Crawling /afs,NaN,NaN
16.07.25.5.3,44,Crawling /afs,NaN,NaN
16.07.25.5.4,44,Crawling /afs,NaN,NaN
16.07.29.1.1,44,Crawling /afs,NaN,NaN
16.07.29.1.2,44,Crawling /afs,NaN,NaN
16.07.29.1.3,44,Crawling /afs,NaN,NaN
16.07.29.1.4,44,Crawling /afs,NaN,NaN
16.07.29.2.1,44,Crawling /afs,NaN,NaN
16.07.29.2.2,44,Crawling /afs,NaN,NaN
16.07.29.2.3,44,Crawling /afs,NaN,NaN
16.07.29.2.4,44,Crawling /afs,NaN,NaN
16.07.30.1.1,44,Crawling /afs,NaN,NaN
16.07.30.1.2,44,Crawling /afs,NaN,NaN
16.07.30.1.3,44,Crawling /afs,NaN,NaN
16.07.30.1.4,44,Crawling /afs,NaN,NaN
16.07.30.2.1,44,Crawling /afs,NaN,NaN
16.07.30.2.2,44,Crawling /afs,NaN,NaN
16.07.30.2.3,44,Crawling /afs,NaN,NaN
16.07.30.2.4,44,Crawling /afs,NaN,NaN
16.07.30.3.1,44,Crawling /afs,NaN,NaN
16.07.30.3.2,44,Crawling /afs,NaN,NaN
16.07.30.3.3,44,Crawling /afs,NaN,NaN
16.07.30.3.4,44,Crawling /afs,NaN,NaN
16.07.30.3.5,44,Crawling /afs,NaN,NaN
16.07.30.4.1,44,Crawling /afs,NaN,NaN
