labels,laserpower,source,age_day_staging,age_four_hour_staging
3_17_2018 1346 x 428 tkv-ca Sample 2,50,Pavel manual entry (DS),NaN,NaN
3_17_2018 1346 x 428 tkv-ca Sample 3,50,Pavel manual entry (DS),NaN,NaN
3_17_2018 1346 x 428 tkv-ca Sample 4,50,Pavel manual entry (DS),NaN,NaN
3_17_2018 1346 x 428 tkv-ca Sample 5,50,Pavel manual entry (DS),NaN,NaN
3_17_2018 1346 x 428 tkv-ca Sample 6,50,Pavel manual entry (DS),NaN,NaN
2018_3_28 1346 x 1714 PTEN RNAi Sample 1 BR 1,25,Pavel manual entry (DS),NaN,NaN
2018_3_28 1346 x 1714 PTEN RNAi Sample 2 BR 1,25,Pavel manual entry (DS),NaN,NaN
2018_3_28 1346 x 1714 PTEN RNAi Sample 1 BR 2,25,Pavel manual entry (DS),NaN,NaN
2018_3_28 1346 x 1714 PTEN RNAi Sample 2 BR 2,25,Pavel manual entry (DS),NaN,NaN
2018_3_28 1346 x 1714 PTEN RNAi Sample 1 BR 3,25,Pavel manual entry (DS),NaN,NaN
2018_3_28 1346 x 1714 PTEN RNAi Sample 2 BR 3,25,Pavel manual entry (DS),NaN,NaN
2018_4_2 1346 x 331 UAS CycE Sample 1,50,Pavel manual entry (DS),NaN,NaN
2018_4_2 1346 x 331 UAS CycE Sample 2,50,Pavel manual entry (DS),NaN,NaN
2018_4_2 1346 x 331 UAS CycE Sample 3,50,Pavel manual entry (DS),NaN,NaN
2018_4_2 1346 x 331 UAS CycE Sample 4,50,Pavel manual entry (DS),NaN,NaN
2018_4_2 1346 x 331 UAS CycE Sample 5,50,Pavel manual entry (DS),NaN,NaN
2018_4_2 1346 x 331 UAS CycE Sample 6,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 2060 Arm S10 set 1 s1,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 2060 Arm S10 set 1 s2,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 2060 Arm S10 set 1 s3,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 2060 Arm S10 set 1 s4,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 2060 Arm S10 set 2 s1,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 2060 Arm S10 set 2 s2,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 2060 Arm S10 set 2 s3,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 1308 Arm RNAi set 1 s1,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 1308 Arm RNAi set 1 s2,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 1308 Arm RNAi set 1 s3,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 1308 Arm RNAi set 2 s1,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 1308 Arm RNAi set 2 s2,50,Pavel manual entry (DS),NaN,NaN
2018_4_7 1346 x 1308 Arm RNAi set 2 s3,50,Pavel manual entry (DS),NaN,NaN
